Date of event,Name of event,At approximately what time did you arrive at this event?,At approximately what time did you leave this event?,Please rate your overall satisfaction with this event.,Please elaborate on your rating above - why do you feel this way?,"If this event were to happen again in the future, what could we do to improve your experience?","Based on your impression of the event prior to attending (from marketing, communications, word of mouth, etc.) how well did the event meet your expectations?",What could we have done differently to meet your expectations?,How safe did you feel at the event?,Did you feel the event was inclusive?,What could we have done differently to make the event more inclusive?,How fun did you feel the event was?,Please provide any additional feedback you have about this event that has not been shared in your answers to previous questions.,How satisfied are you with social life at Bates overall?,Please elaborate on your rating above - why do you feel this way?,"Please provide ideas, if any, for ways to improve social life on campus, or for events or activities that you would like to attend on campus.",Class year
15-Nov-24,Snowball,11:00 PM,12:30 AM,4 - Satisfied,It was fun - the music could have been better and  would have loved some more food options.,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,It can be hard to meet new people and many people are already in friend groups early on.,,2025
16-Nov-24,Snow Ball,11:15 PM,11:15 PM,4 - Satisfied,Overall it was great! The music could have been a little better but i enjoyed it.,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,Overall it’s good,,2027
16-Nov-24,snowball,10:45 PM,11:45 PM,4 - Satisfied,"very fun, pizza was good, people were dancing",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,"fun, needs to be less campus safety presence though",,2025
16-Nov-24,Snow Ball,10:30 PM,11:45 PM,4 - Satisfied,"Food was provided, the Music was decent, good turnout, it was fun. ",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,"I felt that the event advertizement was a little lacking, my friends and I only found out about it the week prior. Other than that no additional feedback. ",4 - Satisfied,"I enjoy attending the events, but I feel it can be hit or miss. ",More prior advertisements.,2028
16-Nov-24,Snowball,10:45 PM,12:30 AM,4 - Satisfied,"The music and food really tied the event together; the ambiance was amazing, and so was the photo booth.",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,"I think events at bates are very inclusive and fun, however, I would like to see more variety in the events hosted",,2027
16-Nov-24,snow ball,10:30 PM,11:15 PM,3 - Neither satisfied nor dissatisfied,there were less people at the event and the lines for the photo was too long unnecessarily,maybe some more better dj musics n decorations,3 - Met my expectations,,5 - Very safe,Yes,,3 - Neither fun nor not fun,,4 - Satisfied,parties are pretty frequent and safely managed,,2027
16-Nov-24,Snowball,11:00 PM,11:15 PM,3 - Neither satisfied nor dissatisfied,Enjoyed the pizza but felt like the music was too loud,"Turn the music down slightly, it was difficult to talk to friends ",3 - Met my expectations,,4 - Safe,Yes,,3 - Neither fun nor not fun,,3 - Neither satisfied nor dissatisfied,Perhaps I might need to make a better effort but it feels difficult to make new friends and the environments at dances like these did not help me,,2027
16-Nov-24,Snowball,9:00 PM,10:15 PM,3 - Neither satisfied nor dissatisfied,I wish there were better recreation and felt kind of lonely.,Pleas make more winter like,2 - Met some of my expectations,It was not very well advertised I found out from another student,4 - Safe,No,Nothing really I just felt outside of friend groups,3 - Neither fun nor not fun,,3 - Neither satisfied nor dissatisfied,You need to job getting events out there,,2028
16-Nov-24,Snow Ball,10:30 PM,11:45 PM,4 - Satisfied,the music was great and decorations were cute,,3 - Met my expectations,,4 - Safe,Yes,,5 - Very fun,,2 - Dissatisfied,could have more events,,2026
16-Nov-24,SnowBall,10:45 PM,12:45 AM,5 - Highly satisfied,I loved the photo booth and the music choices!,,3 - Met my expectations,,5 - Very safe,Yes,,5 - Very fun,Had a great time!,5 - Highly satisfied,I feel like there are a lot of social events on campus and they are all fun!,I do not have any ideas - maybe more photo booth opportunities,2028
16-Nov-24,Snowball,11:00 PM,12:15 AM,4 - Satisfied,The staff was great and pizza was lovely,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I feel I have lots of people to hang out with,,2027
16-Nov-24,Snowball,11:00 PM,12:30 AM,4 - Satisfied,Good time,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,Excited for pub hours at the Den,,2025
16-Nov-24,Snowball,11:45 PM,1:00 AM,2 - Dissatisfied,"Bad music, bad vibes. no food ",Food,2 - Met some of my expectations,Food,4 - Safe,Yes,,3 - Neither fun nor not fun,,2 - Dissatisfied,"Boring, everything gets shut down ",More events,2026
16-Nov-24,Snowball,11:00 PM,12:00am (midnight),4 - Satisfied,Because I had a great time dancing and eating pizza,,4 - Exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,4 - Satisfied,I feel as though I fit in with a good group of friends and enjoy their company,,2028
16-Nov-24,Snowball,11:15 PM,12:45 AM,4 - Satisfied,Better music,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I have good friends,More events,2026
29-Mar-25,Gala,10:00 PM,12:30 AM,5 - Highly satisfied,Great music and strawberries!,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,"Very few inclusive parties, all sports players (not Bates's fault).",,2028
29-Mar-25,Gala,11:00 PM,12:30 AM,5 - Highly satisfied,"The music was amazing, the food was great, the decor was lovely",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,"I love social life at Bates, but it's a bummer how worried we have to be about cops showing up to even small and relatively quiet parties. It has gotten better this year compared to last year.",I think we should have alcohol served at dances like Gala and Snowball for 21+. It would likely reduce the number of people showing up very inebriated and throwing up in the bathroom (which I saw a number of times...) because people wouldn't feel like they had to pregame excessively before showing up if they knew it wasn't a dry event.,2025
29-Mar-25,Gala,10:30 PM,11:30 PM,4 - Satisfied,"Surprisingly nice with the live music, good food too.",,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,"Just quit my varsity sport, so trying to get into the rest of Bates culture now.",More free food that isn't normal commons fare.,2026
30-Mar-25,Gala,10:00 PM,12:00am (midnight),5 - Highly satisfied,"good music and food, fun to see people dressed up",,3 - Met my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,Everyone is friendly,,2028
29-Mar-25,Gala,10:15 PM,11:45 PM,4 - Satisfied,Pretty good,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,Fine,,2028
29-Mar-25,Bates Gala,10:30 PM,12:00am (midnight),5 - Highly satisfied,"Thanks to the mood and vibes of this event, I was able to take pictures with a girl whom I have a crush on. ",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I think these events supported my academic as well as my personal life.,,2026
29-Mar-25,Gala,10:15 PM,1:00 AM,4 - Satisfied,"Good food, good tunes, fun theme.",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,2 - Dissatisfied,I feel as though I have not integrated smoothly with all of my peers at Bates and find myself often lonely.,"I enjoy the events hosted by Campus Life and feel as though they assist me in gaining new experiences, going out of my comfort zone, and meeting new people.",2025
29-Mar-25,Gala,10:30 PM,11:45 PM,5 - Highly satisfied,It was a lot of fun I usually don't stay at dances for very long but I stayed for a while and I had fun. The food and decorations were great. I would have liked if there were trash cans out.,,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,5 - Highly satisfied,I have my group of friends and am satisfied with that.,,2027
29-Mar-25,Gala,11:00 PM,11:45 PM,4 - Satisfied,Good food and music,,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,Good,,2027
28-Mar-25,gala,10:15 PM,12:00am (midnight),4 - Satisfied,super fun time,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,2 - Dissatisfied,i feel like the events we have are fun but we don’t have enough,more movie screenings,2028
29-Mar-25,Gala,9:00 PM,11:30 PM,4 - Satisfied,It was very well decorated and the live music was amazing,,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I feel like there's plenty of school run events at Bates so I never feels like there's nothing to do,None,2028
29-Mar-25,Gala 2025,10:00 PM,12:00am (midnight),5 - Highly satisfied,Food and Band were phenomental!!!,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,3 - Neither satisfied nor dissatisfied,More on campus safe options,,2026
29-Mar-25,Enchanted garden,9:30 PM,10:00 PM,5 - Highly satisfied,"I thought the decorations were done perfectly. This was the first time in three years that Bates decorated and had catering like the dances in my Freshman year at Bates (2021-2022). The events and dances in my freshman year were the best in my opinion and it went down hill since then (except for tonight which was wonderful). I loved the ice cream station which I hadn't seen in a long time and the fairy lights which I haven't seen since freshman year. The security was just right too, they were much more welcoming and friendly this time. I think there might have been two photobooth as well… I'm not sure but I was very satisfied with my photos. The two photobooths was a very smart idea. ",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,"More events should be like this one. My only feedback was that I didn't see any soda being offered… I miss when Bates used to serve soda at dances, although I didn't look as hard during this event for soda, so I might have just missed it. ",2 - Dissatisfied,I feel like after one big friend scandal in sophomore year my friend group broke up and then Bates was never the same. I haven't made any new close friends accept for one. And I also don't get invited to things anymore except for school dances because I'm not in any sports groups or theater. The only people that invited me to parties were in my old friend group.,"More fun activities like glass painting, pumpkin carving, (funding the cheese club), (funding the Film Club), tie die, pumpkin decorating as well. I think a lot of the fun freshman orientation events would be nice to have once in awhile throughout the year. ",2025
31-Mar-25,Gala,11:30 PM,12:30 AM,3 - Neither satisfied nor dissatisfied,Pizza would make it better,Pizza!,3 - Met my expectations,,5 - Very safe,Yes,,3 - Neither fun nor not fun,,4 - Satisfied,I have great friends,,2026
29-Mar-25,Gala,10:45 PM,12:45 AM,5 - Highly satisfied,"Great live music, fun decor that created a real event ambiance (rather than just gym vibes), good food setup. ",,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,It’s what you make of it. Nice to have chiller house parties as an upperclassman,OKTOBERFEST,2026
29-Mar-25,Gala 2025 - A Night at the Enchanted Garden,10:30 PM,1:00 AM,5 - Highly satisfied,The decorations were amazing and so was the band and the catering! the theme was amazing and campus life did such a good job making it feel like a magical space,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,there is something for everyone,more events like this one-- the live music was incredible and It was super cool at Lick-it when we had student DJs and i would like other dances to have student DJs more often,2027
29-Mar-25,a night at the enchandted garden,9:00 PM,1:00 AM,4 - Satisfied,I had fun but music is too luod,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,I feel like I need put effort into making friends,More event to meet people,2028
29-Mar-25,gala,10:30 PM,11:45 PM,4 - Satisfied,it was fun and good food,,4 - Exceeded my expectations,,4 - Safe,Yes,,3 - Neither fun nor not fun,,4 - Satisfied,bates has fun events and encourages social cohesion,,2026
29-Mar-25,Gala,10:30 PM,11:45 PM,4 - Satisfied,The food was really good and it was a great social atmosphere!,,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,This band was better than in the past but I still prefer a DJ.,3 - Neither satisfied nor dissatisfied,Events seem to be misdirected,More dances with DJs who play good music and more 21+ dances,2025
29-Mar-25,Gala,10:30 PM,11:15 PM,4 - Satisfied,"It was good, good music. ",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,nope,5 - Highly satisfied,I really like it here and am satisfied with my social life.,,2028
29-Mar-25,Gala,10:30 PM,11:30 PM,4 - Satisfied,Great food and vibes,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,"Very poor/nonexistent nightlife but not Bates' fault, love the community here",,2027
29-Mar-25,Gala,10:45 PM,12:30 AM,4 - Satisfied,The event was fun and overall a good time. the band was okay not amazing and they took a break for maybe a but to long,,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I am now three years into my college experience and I know what i enjoy socially and what i don't,,2026
29-Mar-25,Gala,10:30 PM,12:00am (midnight),4 - Satisfied,"The event overall was great, desserts were great too. Wasn’t a five because of the music - the musicians were very skilled but the songs they played weren’t great.",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,N/A,4 - Satisfied,Satisfied. People are largely good people.,"A race style dance would be very fun. Lights, electronic music, etc.",2027
29-Mar-25,Gala,11:00 PM,12:30 AM,5 - Highly satisfied,"good music, heard the food was great but i never found out rip",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,nice to include what the music set was going to be like to gauge what time to come that best suited our music taste,5 - Highly satisfied,great people,more 21+ events or later den hours,2026
29-Mar-25,Gala,11:00 PM,12:30 AM,4 - Satisfied,"great food, live music was good, people were there, people were dancing",,5 - Greatly exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,4 - Satisfied,I like my friends and usually have fun with them,"concert, events like this during short term during day or outside at night",2027
29-Mar-25,Gala,10:30 PM,1:00 AM,4 - Satisfied,I felt it was well organized and was enjoyable to be at.,,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,The events Bates has are pretty good and are open to all people. I enjoy most of them when going with friends.,,2027
29-Mar-25,Gala,9:30 PM,10:30 PM,4 - Satisfied,"It was fun, good food, and good music",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I feel happy here,,2028
29-Mar-25,Gala 2025,11:00 PM,12:30 AM,4 - Satisfied,"The food was very good and so was the music. Overall, it was a great experience and I had a lot of fun with all of my friends.",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I feel that bates has a very lively social life which makes it easy to gather with your friends and have fun.,"I think just having more events would be nice. Since Bates has a good social life, it seems that a lot of people enjoy these gatherings and I think they would go if there were more dances, fashion shows, concerts, etc.",2026
29-Mar-25,Gala 2025,11:30 PM,1:00 AM,5 - Highly satisfied,"The band was so good, the decoration was top tier, and so was the food",,3 - Met my expectations,,5 - Very safe,Yes,,5 - Very fun,,3 - Neither satisfied nor dissatisfied,I feel like there should be more events on campus that bring people together. I remember my freshman year when we had a bouncing castle on garcelon. I really miss that.,,2025
29-Mar-25,Gala,11:00 PM,1:00 AM,4 - Satisfied,"Music was far above Bates’ past averages. Food’s good, too. However, two of my friends lost their coat and was unable to get them back.",,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,I have lost a certain amount of trust in Bates community for not returning my friends clothings (they posted on Bates engage),4 - Satisfied,I like my circle.,,2026
29-Mar-25,Gala,9:15 PM,12:30 AM,4 - Satisfied,"The campus band Dont Teller was phenomenal, the layout of the gym was very well done, and the food options were fun and fancy. ",,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I've found a few great groups of friends and also engage in a variety of extra curriculars which I love and have connected me with a variety of groups.,More shared spaces - something like a student union would be great.,2025
1-Apr-25,Gala,10:45 PM,12:30 AM,3 - Neither satisfied nor dissatisfied,The music was a little unpredictable and varied. The space is too big for the amount of people that attend. The food selection was pretty good but not very warm.,More consistent music choices. maybe not a live band,2 - Met some of my expectations,Better communication of the vibe,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,Bates is just a small school so it feels hard to branch out often.,More clubs,2028
29-Mar-25,Gala,10:45 PM,12:15 AM,3 - Neither satisfied nor dissatisfied,music was weird at times,no baby shark,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,i like the small community vibes,,2028
29-Mar-25,Gala,10:30 PM,12:00am (midnight),4 - Satisfied,"Good food, ambiance, music, lots of fun!",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,"I am satisfied with how Campus Life organzies events, they re usually very fun and well-planned. ",,2026
29-Mar-25,Gala,10:30 PM,12:30 AM,4 - Satisfied,I had fun,,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,Lots of opportunities for socializing,,2025
29-Mar-25,Gala,10:00 PM,12:00am (midnight),3 - Neither satisfied nor dissatisfied,I think the food was good. Turnout was iffy. I had fun with the people I was with though.,The music needs to be wayyyyy better.,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I think its good - but I think there's always room for improvement.,,2028
29-Mar-25,Bates Gala (enchanted garden),11:15 PM,12:30 AM,5 - Highly satisfied,"The food options and music were great. I always felt secure and had no problems navigating through the event. In addition, the staff was very friendly and supportive which made it a comfortable environment. ",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,The bates events are great and provide a chance to always meet new people and connect the community.,,2028
29-Mar-25,Gala,10:30 PM,1:00 AM,4 - Satisfied,"Loved the baked Alaska, needed more games ",,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,More games,,2026
29-Mar-25,Gala,10:45 PM,12:00am (midnight),4 - Satisfied,"Music was good, food was good",,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I have friends who like to hang out,,2025
31-Mar-25,Gala,11:00 PM,1:00 AM,3 - Neither satisfied nor dissatisfied,"The food was hard to find and there was no pizza. Also, live music was hard to hear   ",A DJ and pizza,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,There are events but there could be more programming not late at night.,,2027
1-Mar-25,Gala,9:15 PM,9:30 PM,5 - Highly satisfied,The food and catering was amazing,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,NA,5 - Highly satisfied,I love my friends.,NA,2025
29-Mar-25,Gala,11:00 PM,12:30 AM,5 - Highly satisfied,I LOVED the live music. The band was incredible and brought wonderful vibes to the dance,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I have a close group of friends on campus,,2025
29-Mar-25,gala,11:00 PM,12:00am (midnight),4 - Satisfied,The band was good and I liked the decor,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,5 - Highly satisfied,I've made really good friends here,,2026
29-Mar-25,Gala,10:45 PM,12:15 AM,5 - Highly satisfied,"Great dance, Great band, Great food, Great student attendance",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,The band was really incredible. Please bring them back in the future if possible,5 - Highly satisfied,I have great friends and the school does a good job of encouraging connection between students,,2026
22-Mar-25,Gala,10:30 PM,11:30 PM,4 - Satisfied,"Food was good, music/band was really good",,5 - Greatly exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I feel like the social environment here makes it easy to balance academics and athletics,,2027
29-Mar-25,Gala,9:30 PM,11:30 PM,4 - Satisfied,The set up was beautiful and I loved the live music.,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,I loved this event and I was super impressed! I did wish there was more trash cans around.,4 - Satisfied,"I'm satisfied, I have a good social life currently. ",,2028
29-Mar-25,Gala,9:45 PM,11:30 PM,5 - Highly satisfied,"I had a really great time, it was definitely my favorite of the Bates dances. I loved the live music",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I have enjoyed all of the campus life events I have attended.,,2028
29-Mar-25,Gala,10:00 PM,11:15 PM,4 - Satisfied,It was fun and the band was good,,3 - Met my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I love my friends and the community,no!,2027
29-Mar-25,Gala,10:30 PM,12:00am (midnight),4 - Satisfied,"It was wonderful, music was pretty good and it was nice to see all my friends. However, I did lose my jackets there and truly don't know where it is. ",,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I feel that I've found my community.,,2027
29-Mar-25,Gala,11:00 PM,12:30 AM,4 - Satisfied,The music was great and the food was good,,3 - Met my expectations,,4 - Safe,Yes,,3 - Neither fun nor not fun,,4 - Satisfied,I am happy with my social network,,2025
29-Mar-25,Gala,9:30 PM,12:30 AM,2 - Dissatisfied,From what I have heard from faculty and past students Gala used to be an event for everyone. Families of faculty and students alike used to bond at this event and eat nice food. It seems like it is now a shell of its former self.,Maybe like before where they had seperate areas for different bands and music so people of all groups can enjoy,2 - Met some of my expectations,I would love for there to be better food options and advertising about on campus bands playing. There was an on campus band that played but they were not told when they were going on stage until the last second which is extremely unprofessional,4 - Safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,"I am dissatisfied with campus life events, but I love the people here at Bates, and I think that they make fun out of everything. But I feel like this year in particular has been lack luster and the getting rid of Lost Valley Take over was a gut punch. Also Bates Con was a disaster waste of funds. ",Listen to and speak to the students AND the faculty. We are all a part of one big community and I think that listening to each other we can all make bates a fun place.,2025
29-Mar-25,Gala,8:30 PM,12:45 AM,5 - Highly satisfied,This was fun event with great live music.,,4 - Exceeded my expectations,,3 - Neither safe nor unsafe,Yes,,4 - Fun,,4 - Satisfied,I m enjoying all the events thrown by Bates so far. I haven't had many bad experiences.,,2028
29-Mar-25,Gala,10:30 PM,12:00am (midnight),4 - Satisfied,Very fun,,3 - Met my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,Great friends and great opportunities to find community,,2025
29-Mar-25,Gala,9:45 PM,11:45 PM,4 - Satisfied,I listened to good music and had a good time with my friends. The food I tried was also good.,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I have a good circle of friends and meet new people that I click with fairly often.,,2028
29-Mar-25,Gala,10:00 PM,12:00am (midnight),4 - Satisfied,"good band, would've loved live music for longer",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,found my people,,2025
29-Mar-25,Gala,10:15 PM,11:30 PM,4 - Satisfied,Overall I was satisfied with the event,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I think it is what you make of it,,2025
29-Mar-25,Gala,11:15 PM,12:30 AM,4 - Satisfied,Food and Band was enjoyable. Lighting and decoration was nice.,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,Frequency of events is variable.,,2027
29-Mar-25,Gala,10:45 PM,12:00am (midnight),4 - Satisfied,The food and music was really good!,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I really appreciate all of the time and care that Bates staff puts into putting on events for all of Bates students.,,2025
29-Mar-25,Gala,10:15 PM,11:45 PM,5 - Highly satisfied,Very cool band.,,4 - Exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,4 - Satisfied,small school still has great community,,2028
29-Mar-25,Bates Gala,10:30 PM,12:15 AM,4 - Satisfied,The band was excellent.,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I enjoy the Bates events and time I spend with friends I've made here,,2025
29-Mar-25,Bates Gala,10:30 PM,1:30 AM,4 - Satisfied,"The live music, that particular band, was EVERYTHING.",,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,"The live music, that particular band, was EVERYTHING.",3 - Neither satisfied nor dissatisfied,"The live music, that particular band, was EVERYTHING.",,2025
29-Mar-25,Gala,10:00 PM,12:30 AM,5 - Highly satisfied,The live band and dancing were a ton of fun.,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,Most everyone I have met is super friendly and outgoing.,,2028
29-Mar-25,Galla,10:30 PM,11:30 PM,5 - Highly satisfied,"The music and live band/dj were one of the best that I have attended. overall, lots of people, good music, good times. ",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,"The music was very good, I would like more like it. Food was also a very nice addition. ",4 - Satisfied,"I feel the events can be very hit or miss, but when they are good, I have a good time. ",I think more prior advertisement and outreach before the events would be appreciated.,2028
29-Mar-25,Gala,9:30 PM,12:00am (midnight),5 - Highly satisfied,"I really liked the music, which is a very important aspect for me to have fun. Furthermore, I liked the setup of the space, with it being very open rather than separating it with curtains. The band and DJ were both phenomenal. ",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,3 - Neither satisfied nor dissatisfied,Sometimes events are good but sometimes there's just a lack of people which make them really bad.,"Do more live bands, better DJs, the one at Gala was really good, food was also a nice touch.",2028
29-Mar-25,Gala,10:30 PM,11:15 PM,5 - Highly satisfied,The band was excellent this night. Good music makes all the difference.,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I think its pretty good at Bates. I think that we need more fun things like this that include the whole school and not just small things.,Like a fun field day or something during or at the end of exams would be so much fun.,2026
29-Mar-25,Gala,10:15 PM,12:15 AM,5 - Highly satisfied,Loved the live music and food and energy,,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,There are plenty of opportunities to connect with others here.,,2027
29-Mar-25,Gala 2025,11:15 PM,1:00 AM,4 - Satisfied,"It exceeded my expectations with the live band, food, and decorations. ",,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,"I enjoy the campus life dances in gray cage, they are something I look forward to doing with friends. ",,2027
29-Mar-25,Gala,10:30 PM,12:00am (midnight),5 - Highly satisfied,I loved the live band and the choice of music!! I also love the photo booth!,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,I liked the decorations and the overall organization of the event!,5 - Highly satisfied,"I love the dances and feel as though Bates offers a lot of fun social activities to participate in, and there is always something going on on campus.","I would just say to have a photo booth at more events (fall festival, lick it, etc)!",2028
25-Oct-25,Halloween Dance 2025,10:30 PM,12:30 AM,5 - Highly satisfied,"seeing everyone in costumes was cool, and I really enjoyed dancing with my friends. The photo booth was also memorable.",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,"I have a wide circle of friends, and one really good friend. I wish I had maybe 2 more really good friends. In general though, everyone at Bates is very friendly and inclusive.",,2028
25-Oct-25,Halloween Dance,11:00 PM,12:15 AM,4 - Satisfied,It was a very nice event! The decorations were great! One thing that brought it down a little bit was the music. The songs did not really fit the vibe of Halloween dance.,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,Bates social life is nice but sometimes not the most fun.,,2028
25-Oct-25,Halloween Dance,11:00 PM,12:30 AM,5 - Highly satisfied,I had a great time,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I love bates,,2027
25-Oct-25,Halloween dance,11:00 PM,12:30 AM,2 - Dissatisfied,"I think there's many diversity of people on campus, which they have to think about all cultures to play more music based on those cultures. Also, the food provided can be another type besides pizza.",Improve to put new music and improve food,2 - Met some of my expectations,Could you make more decorations related to the theme?,5 - Very safe,Yes,,3 - Neither fun nor not fun,N/A,4 - Satisfied,I feel like this because they take care of people being always focus that everyone is enjoy it.,N/A,2026
25-Oct-25,Halloween Dance,11:15 PM,12:30 AM,5 - Highly satisfied,The music was pretty good and I was happy with the turnout.,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,It would be fun to also provide candy at the dance. It’s Halloween after all,4 - Satisfied,"The CAT events make the social life better, i think there needs to be more advertising for them in advance to improve turn out numbers.",See above,2027
25-Oct-25,Halloween dance,11:00 PM,12:00am (midnight),3 - Neither satisfied nor dissatisfied,DJ was not super great but the atmosphere was good and I liked the decorations,Better DJ and some Halloween related snacks,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,Good events good friends,,2026
24-Oct-25,Halloween Dance,10:45 PM,12:15 AM,5 - Highly satisfied,Well ran event with good music!,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,N/A,5 - Highly satisfied,There are great events every month!,"I would really appreciate Lost Valley takeover to be brought back for winter carnival! Other than that, I think the events are great!",2028
25-Oct-25,Halloween Dance,10:45 PM,11:30 PM,5 - Highly satisfied,It was fun! Good pizza,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,It’s pretty good most of the time,,2028
